mic,0.0015768725361366622
ric,0.0033448811372595866
par,0.00614024608768367
ara,0.0007645442599450484
lep,0.00045394815434237246
ume,4.778401624656552e-05
ina,0.002126388722972166
all,0.003512125194122566
ner,0.0003344881137259587
tuf,0.00011946004061641381
occ,0.0012184924142874208
mig,0.00047784016246565523
fib,0.0003105961056026759
pas,0.002914824991040497
pre,0.007621550591327201
tac,0.0005734081949587863
ede,0.00011946004061641381
scu,0.0012184924142874208
pet,0.001003464341177876
fri,0.0007406522518217657
met,0.00250866085294469
int,0.00752598255883407
ann,0.0019591446661091864
art,0.001314060446780552
cit,0.0006928682355752001
tes,0.0013857364711504002
del,0.0014574124955202485
abb,0.0024608768366981243
cap,0.004348345478437462
sar,0.0008123282761916139
per,0.006641978258272608
sta,0.004085533389081352
ena,7.167602436984828e-05
adu,0.00047784016246565523
ram,0.0010512483574244415
str,0.005423485843985187
vic,0.0007167602436984828
avv,0.0020786047067256003
dis,0.010799187671723809
naz,0.00028670409747939314
nas,0.0007167602436984828
pen,0.002413092820451559
ped,0.0008362202843148966
bar,0.002819256958547366
eli,0.0006689762274519174
giu,0.0019352526579859038
rip,0.0018157926173694898
sel,0.0007406522518217657
oli,0.0009078963086847449
inc,0.006880898339505436
tab,0.00047784016246565523
sci,0.0032493131047664557
bet,0.00028670409747939314
zen,0.0001911360649862621
neg,0.0008840043005614622
att,0.0032254210966431726
alt,0.001600764544259945
mer,0.002126388722972166
asc,0.0010273563493011588
rec,0.0013618444630271174
gi,4.778401624656552e-05
sfa,0.0008123282761916139
pro,0.009795723330545932
arm,0.0010990323736710071
arr,0.0017680086011229244
col,0.005136781746505794
tro,0.0016963325767530761
gra,0.004157209413451201
man,0.004730617608409987
ven,0.002221956755465297
sen,0.0024369848285748417
tun,0.00023892008123282762
erm,0.00023892008123282762
can,0.004443913510930594
irr,0.002389200812328276
sca,0.0052084577708756425
fer,0.001887468641739338
coa,0.00040616413809580696
ide,0.0005495161868355036
smu,7.167602436984828e-05
sti,0.0018157926173694898
val,0.001314060446780552
bus,0.00045394815434237246
lat,0.0016485485605065107
ott,0.0010273563493011588
apu,4.778401624656552e-05
fon,0.0015529805280133796
abi,0.0010273563493011588
don,0.0007645442599450484
cyt,2.389200812328276e-05
ere,0.0003822721299725242
end,0.0007645442599450484
rid,0.0007645442599450484
rig,0.0009556803249313105
and,0.0011468163899175726
voc,0.00040616413809580696
fec,0.00021502807310954487
mal,0.0046828335921634216
mem,0.0006689762274519174
are,0.00045394815434237246
con,0.018229602198064746
via,0.0005256241787122207
soi,2.389200812328276e-05
ego,0.00016724405686297935
asi,0.00043005614621908974
lit,0.0007406522518217657
fot,0.0009556803249313105
def,0.0010273563493011588
ari,0.0006450842193286346
sup,0.0018157926173694898
bis,0.0013857364711504002
ria,0.0013379524549038348
pes,0.002102496714848883
fir,0.0001911360649862621
cau,0.0005734081949587863
cal,0.004420021502807311
bat,0.0018635766336160555
pat,0.0019830366742324694
ero,0.00045394815434237246
ass,0.004109425397204635
ure,0.00014335204873969657
meg,0.00047784016246565523
ski,0.00014335204873969657
tra,0.006976466371998566
cro,0.0017680086011229244
mus,0.0011229243817942897
far,0.0035360172022458488
uru,0.00014335204873969657
que,0.0005734081949587863
cor,0.006570302233902759
alg,0.0003583801218492414
aff,0.0028670409747939313
zeu,7.167602436984828e-05
com,0.007215386453231394
